code	url	product_name	brands_tags	stores	owner	labels_tags	nutriscore_score	nutriscore_grade	quantity	fat_100g	saturated_fat_100g	sugars_100g	proteins_100g	carbohydrates_100g	energy_100g	salt_100g	sodium_100g	computed_energy_100g	organic	level_salt	level_saturated_fat	level_sugars	level_fat	vegan	vegetarian	palm_oil
5600961112429	http://world-en.openfoodfacts.org/product/5600961112429/100-chicken-breast-prozis	100% chicken breast	prozis	NA	NA	NA	1	b	2 x 80 g	3.5	0.5	0	26	0	569	1.3	0.52	571.5	NA	m	l	l	m			
5600961112436	http://world-en.openfoodfacts.org/product/5600961112436/100-chicken-breast-in-water-prozis	100% Chicken Breast in water	prozis	NA	NA	NA	1	b	NA	1	0.30000001192093	0	26	0	473	1.2000000476837	0.48000001907348	479	NA	m	l	l	l			
3276282071763	http://world-en.openfoodfacts.org/product/3276282071763/10-brochettes-de-dinde-poivron-vert-royal-bernard	10 Brochettes de Dinde Poivron vert	royal-bernard	NA	org-bernard-royal-dauphine	NA	-1	a	1200 g	6.3	2.1	0	16	0	506	0.29	0.116	505.1	NA	l	m	l	m	f	f	
3270160866137	http://world-en.openfoodfacts.org/product/3270160866137/10-brochettes-de-poulet-au-curry-avec-sauce-satay-picard	10 Brochettes de Poulet au Curry avec Sauce Satay	picard	Picard	NA	en:green-dot	-7	a	200 g	5.7	3.9	0.8	25	1.6	661	0.2	0.08	663.1	f	l	m	l	m	f	f	
3270160884506	http://world-en.openfoodfacts.org/product/3270160884506/10-brochettes-de-poulet-chich-taouk-picard	10 brochettes de poulet chich taouk	picard	NA	NA	en:nutriscore,en:nutriscore-grade-b	1	b	200g	4.2	1.1	0.8	24	3.1	602	0.92	0.368	616.1	f	m	l	l	m			
3222477062566	http://world-en.openfoodfacts.org/product/3222477062566/10-brochettes-de-poulet-yakitori-sauce-teriyaki-saveurs-d-ailleurs	10 Brochettes de poulet Yakitori sauce Teriyaki	saveurs-d-ailleurs,casino	Casino	org-casino	NA	1	b	250 g	0.9	0.3	7.5	21	8.9	550	1.2	0.48	541.6	NA	m	l	m	l	f	f	f
3280316022447	http://world-en.openfoodfacts.org/product/3280316022447/10-chicken-franks-doux	10 Chicken Franks	doux	NA	NA	en:halal,en:made-in-france	12	d	340 g	14.8	3.5	1.5	11	4	816	1.8	0.72	802.6	f	h	m	l	m	f	f	f
4018019400243	http://world-en.openfoodfacts.org/product/4018019400243/10-chicken-nuggets	10 chicken nuggets	NA	NA	NA	NA	4	c	NA	6.2	0.7	8.3	12.33	18.6	757	1.49	0.596	755.21	NA	m	l	m	m			
3263859580919	http://world-en.openfoodfacts.org/product/3263859580919/10-knacks-de-poulet-leader-price	10 Knacks de Poulet	leader-price	Franprix, Leader Price	NA	en:green-dot	16	d	350 g	19	6.5	0.3	12.4	1	958	2.01	0.804	930.8	f	h	h	l	m	f	f	t
3254565471233	http://world-en.openfoodfacts.org/product/3254565471233/10-nuggets-de-poulet-auchan	10 Nuggets de poulet	auchan	Simply Market, Auchan	org-auchan-apaw	en:no-flavour-enhancer,en:no-palm-oil	4	c	200 g	11	1.1	3.2	9.5	16	855	1.5	0.6	840.5	f	m	l	l	m	f	f	
3294480251039	http://world-en.openfoodfacts.org/product/3294480251039/10-saucisses-de-poulet-imperial	10 Saucisses de Poulet	imperial,wegdam-food-inc	NA	NA	en:green-dot,en:halal	14	d	340 g	16.7	5.1	0.5	11.2	1.7	854	1.77	0.708	837.2	f	h	h	l	m	f	f	f
3276280086578	http://world-en.openfoodfacts.org/product/3276280086578/12-ailes-de-poulet-assaisonne-a-la-mexicaine-royal-bernard	12 Ailes de poulet assaisonné à la Mexicaine	royal-bernard	NA	org-bernard-royal-dauphine	NA	12	d	1000 g	14	4.4	0	18	1.5	862	1.8	0.72	849.5	NA	h	m	l	m	f	f	f
3284870766991	http://world-en.openfoodfacts.org/product/3284870766991/12-ailes-de-poulet-assaisonne-a-la-mexicaine-volailles-champenoises	12 Ailes de poulet assaisonné à la Mexicaine	volailles-champenoises	NA	org-bernard-royal-dauphine	NA	12	d	1000 g	14	4.4	0	18	1.5	862	1.8	0.72	849.5	NA	h	m	l	m	f	f	f
3276280143387	http://world-en.openfoodfacts.org/product/3276280143387/12-ailes-de-poulet-assaisonne-au-paprika-bleu-blanc-rouge	12 Ailes de poulet assaisonné au paprika	bleu-blanc-rouge	NA	org-bernard-royal-dauphine	NA	13	d	1000 g	13	4.3	0	18	1.1	816	1.7	0.68	805.7	NA	h	m	l	m	f	f	f
3276280086561	http://world-en.openfoodfacts.org/product/3276280086561/12-ailes-de-poulet-assaisonne-au-paprika-royal-bernard	12 Ailes de poulet assaisonné au paprika	royal-bernard	NA	org-bernard-royal-dauphine	NA	13	d	1000 g	13	4.3	0	18	1.1	816	1.7	0.68	805.7	NA	h	m	l	m	f	f	f
3284870714848	http://world-en.openfoodfacts.org/product/3284870714848/12-ailes-de-poulet-assaisonne-au-paprika-volailles-champenoises	12 Ailes de poulet assaisonné au paprika	volailles-champenoises	NA	org-bernard-royal-dauphine	NA	13	d	1000 g	13	4.3	0	18	1.1	816	1.7	0.68	805.7	NA	h	m	l	m	f	f	f
3596710364442	http://world-en.openfoodfacts.org/product/3596710364442/12-batonnets-de-poulet-auchan	12 bâtonnets de poulet	auchan	Auchan	org-auchan-apaw	en:no-flavour-enhancer,en:no-palm-oil	2	b	200 g	15.7	1.9	1.9	12.2	17.4	1096	0.83	0.332	1084.1	f	m	m	l	m			f
3599741003526	http://world-en.openfoodfacts.org/product/3599741003526/12-beignets-de-poulet-findus	12 Beignets de Poulet	findus	Cora	NA	en:no-preservatives,en:green-dot,en:no-colorings,en:no-palm-oil	3	c	250 g e	13	1.5	0.5	16	18	1017	0.96	0.384	1059	f	m	m	l	m	f	f	f
3596710384129	http://world-en.openfoodfacts.org/product/3596710384129/1-2-filet-de-poulet-roti-curry-auchan	1/2 filet de poulet rôti curry	auchan	Auchan	org-auchan-apaw	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-c	5	c	0.15 kg	3.4	0.9	2	23	3.6	583	2.1	0.84	578.0	f	h	l	l	m	f	f	f
3276280085052	http://world-en.openfoodfacts.org/product/3276280085052/12-merguez-100-volaille-halal-royal-bernard	12 Merguez 100% volaille Halal	royal-bernard,royal-halal	NA	org-bernard-royal-dauphine	en:green-dot,en:halal,fr:association-rituelle-de-la-grande-mosquee-de-lyon	12	d	600 g	11	3.4	0.9	17	1.4	732	2	0.8	719.8	f	h	m	l	m	f	f	f
3230890036637	http://world-en.openfoodfacts.org/product/3230890036637/12-merguez-de-volaille-maitre-coq	12 merguez de volaille	maitre-coq	NA	NA	en:french-meat,en:french-poultry	16	d	600 g	19	7.6	1.8	14	3	997	1.7	0.68	992	f	h	h	l	m	f	f	
5051751000547	http://world-en.openfoodfacts.org/product/5051751000547/12-nuggets-de-poulet-iglo	12 nuggets de poulet	iglo	Leclerc, Franprix, Delhaize	NA	en:no-artificial-flavors,en:no-preservatives,en:no-colorings,en:nutriscore,en:nutriscore-grade-b	2	b	250 g	11.8	1.5	0.5	14.3	22	1063	1	0.4	1053.7	f	m	m	l	m	f	f	f
3230890036620	http://world-en.openfoodfacts.org/product/3230890036620/12-saucisses-de-volaille-aux-herbes-maitre-coq	12 saucisses de volaille aux herbes	maitre-coq	NA	NA	en:french-meat,en:no-artificial-flavors,en:french-poultry,en:no-colorings	15	d	600 g	18	6.3	1	15	3.1	974	1.7	0.68	973.7	f	h	h	l	m	f	f	
3254566756797	http://world-en.openfoodfacts.org/product/3254566756797/12-saucisses-de-volaille-aux-herbes-auchan	12 Saucisses de Volaille aux Herbes	auchan,l-oiseau	Auchan	org-auchan-apaw	NA	2	b	600 g	7.6	2.4	0	16	2.4	594	1.1	0.44	594.0	NA	m	m	l	m	f	f	f
3230890036613	http://world-en.openfoodfacts.org/product/3230890036613/12-saucisses-de-volaille-nature-maitre-coq	12 saucisses de volaille nature	maitre-coq	NA	NA	en:french-meat,en:french-poultry	14	d	600 g	17	6	1	14	2.1	907	1.6	0.64	902.7	f	h	h	l	m	f	f	
3276280087872	http://world-en.openfoodfacts.org/product/3276280087872/15-brochettes-de-dinde-nature-poivrons-verts-royal-bernard	15 Brochettes de dinde nature - Poivrons verts	royal-bernard	NA	org-bernard-royal-dauphine	NA	-1	a	1800 g	6.3	2.1	0	16	0	506	0.29	0.116	505.1	NA	l	m	l	m	f	f	
3276280089357	http://world-en.openfoodfacts.org/product/3276280089357/15-brochettes-de-filets-de-dinde-marines-royal-bernard	15 Brochettes de filets de dinde marinés	royal-bernard	NA	org-bernard-royal-dauphine	NA	-5	a	1800 g	2.5	0.9	0	23	0	490	0.14	0.056	483.5	NA	l	l	l	l	f	f	f
2276754013711	http://world-en.openfoodfacts.org/product/2276754013711/1-belle-escalope-de-poulet-le-gaulois	1 Belle Escalope de poulet	le-gaulois	NA	NA	en:french-meat,en:french-poultry,en:nutriscore	-4	a	NA	2.1	0.5	0	22	0	448	0.15	0.06	451.7	f	l	l	l	l	f	f	f
0217634017124	http://world-en.openfoodfacts.org/product/0217634017124/1-belle-escalope-dinde-le-gaulois	1 belle escalope dinde le gaulois	le-gaulois	NA	NA	NA	-4	a	NA	1.3	0	0	24	0	452	0.15	0.06	456.1	NA	l	l	l	l			
2448435047494	http://world-en.openfoodfacts.org/product/2448435047494/1-cuisse-de-canard-nature-de-france	1 cuisse de canard	nature-de-france	NA	NA	en:organic,en:eu-organic,en:french-meat,en:fr-bio-01,en:french-poultry,fr:ab-agriculture-biologique	4	c	NA	8.2	2.3	0	21	0	653	1.4	0.56	660.4	t	m	m	l	m			
2448435044080	http://world-en.openfoodfacts.org/product/2448435044080/1-cuisse-de-canard-nature-de-france	1 cuisse de canard	nature-de-france	NA	NA	en:organic,en:eu-organic,en:french-meat,en:french-poultry,fr:ab-agriculture-biologique	4	c	NA	8.2	2.3	0	21	0	653	1.4	0.56	660.4	t	m	m	l	m			
2448435044677	http://world-en.openfoodfacts.org/product/2448435044677/1-cuisse-de-canard-nature-de-france	1 cuisse de canard	nature-de-france	NA	NA	en:organic,en:eu-organic,en:french-meat,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:french-poultry,fr:ab-agriculture-biologique	4	c	NA	8.2	2.3	0	21	0	653	1.4	0.56	660.4	t	m	m	l	m			
2448435048613	http://world-en.openfoodfacts.org/product/2448435048613/1-cuisse-de-canard-nature-de-france	1 cuisse de canard	nature-de-france	NA	NA	en:organic,en:eu-organic,en:french-meat,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:french-poultry,fr:ab-agriculture-biologique	4	c	NA	8.2	2.3	0	21	0	653	1.4	0.56	660.4	t	m	m	l	m			
2448435044417	http://world-en.openfoodfacts.org/product/2448435044417/1-cuisse-de-canard-nature-de-france	1 cuisse de canard	nature-de-france	NA	NA	en:organic,en:eu-organic,fr:ab-agriculture-biologique	4	c	NA	8.2	2.3	0	21	0	653	1.4	0.56	660.4	t	m	m	l	m	f	f	f
0217506028869	http://world-en.openfoodfacts.org/product/0217506028869/1-cuisse-de-dinde-loue	1 cuisse de dinde	loue	NA	NA	en:pgi,fr:label-rouge	-3	a	603 g	5.2	1.4	0	21	0	548	0.18	0.072	549.4	f	l	l	l	m	f	f	f
2255739036549	http://world-en.openfoodfacts.org/product/2255739036549/1-cuisse-de-poulet-le-picoreur	1 cuisse de poulet	le-picoreur	NA	NA	en:organic,en:eu-organic,en:french-meat,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:french-poultry,fr:ab-agriculture-biologique	14	d	NA	22	6.2	0.1	16	0.1	1096	1.3	0.52	1087.7	t	m	h	l	h	f	f	f
2255738033914	http://world-en.openfoodfacts.org/product/2255738033914/1-cuisse-de-poulet	1 cuisse de poulet	NA	NA	NA	en:organic,en:eu-organic,en:french-meat,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:french-poultry,fr:ab-agriculture-biologique	4	c	NA	8.8	2.5	0.5	21	0.5	690	1.3	0.52	691.1	t	m	m	l	m			
2255739046180	http://world-en.openfoodfacts.org/product/2255739046180/1-cuisse-de-poulet	1 cuisse de poulet	NA	NA	NA	en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,fr:ab-agriculture-biologique	4	c	NA	8.8	2.5	0.5	21	0.5	690	1.3	0.52	691.1	t	m	m	l	m			
2255738045795	http://world-en.openfoodfacts.org/product/2255738045795/1-cuisse-de-poulet	1 CUISSE DE POULET	NA	NA	NA	en:organic,en:eu-organic,en:french-meat,en:fr-bio-01,en:french-poultry,fr:ab-agriculture-biologique	4	c	NA	8.8	2.5	0.5	21	0.5	690	1.3	0.52	691.1	t	m	m	l	m			
2255738043562	http://world-en.openfoodfacts.org/product/2255738043562/1-cuisse-de-poulet-bio	1 cuisse de poulet bio	NA	NA	NA	en:organic,en:eu-organic,en:french-meat,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:french-poultry,fr:ab-agriculture-biologique	4	c	NA	8.8	2.5	0.5	21	0.5	690	1.3	0.52	691.1	t	m	m	l	m			
2600145007674	http://world-en.openfoodfacts.org/product/2600145007674/1-escalope-de-dinde-auchan	1 escalope de dinde	auchan	Auchan	org-auchan-apaw	en:french-meat,en:french-poultry	-4	a	NA	0.5	0.5	0.5	25	0.5	439	0.1	0.04	452.0	f	l	l	l	l			
2600141006305	http://world-en.openfoodfacts.org/product/2600141006305/1-escalope-de-dinde-auchan	1 escalope de dinde	auchan	Auchan	org-auchan-apaw	en:french-meat,en:french-poultry	-4	a	NA	0.8	0.4	0.5	25	0.5	456	0.1	0.04	463.1	f	l	l	l	l			
2600141008460	http://world-en.openfoodfacts.org/product/2600141008460/1-escalope-de-dinde-auchan	1 escalope de dinde	auchan	Auchan	org-auchan-apaw	en:green-dot	-4	a	NA	0.8	0.4	0.5	25	0.5	456	0.1	0.04	463.1	f	l	l	l	l			
2600281010569	http://world-en.openfoodfacts.org/product/2600281010569/1-escalope-de-dinde	1 escalope de dinde	NA	Auchan	NA	NA	-4	a	NA	0.8	0.5	0.4	25	0.5	456	0.1	0.04	463.1	NA	l	l	l	l			
2600141011811	http://world-en.openfoodfacts.org/product/2600141011811/1-escalope-de-dinde-auchan	1 Escalope de dinde	auchan	Auchan	org-auchan-apaw	en:french-meat,en:french-poultry	-4	a	25 g	0.8	0.4	0.5	25	0.5	456	0.1	0.04	463.1	f	l	l	l	l			
2600487015283	http://world-en.openfoodfacts.org/product/2600487015283/1-escalope-extra-fine-auchan	1 escalope extra fine	auchan	Auchan	org-auchan-apaw	en:french-meat,en:french-poultry	-4	a	NA	0.5	0.5	0.5	25	0.5	439	0.1	0.04	452.0	f	l	l	l	l			
2600487014699	http://world-en.openfoodfacts.org/product/2600487014699/1-escalope-extra-fine-auchan	1 escalope extra fine	auchan	Auchan	NA	NA	-4	a	NA	0	0	0	25	0	439	0.1	0.04	425	NA	l	l	l	l	f	f	f
2600281008665	http://world-en.openfoodfacts.org/product/2600281008665/1-escalope-extra-fine-dinde	1 escalope extra fine dinde	NA	Auchan	NA	en:french-meat,en:french-poultry	-4	a	NA	0.8	0.4	0.5	25	0.5	456	0.1	0.04	463.1	f	l	l	l	l			
3266980133191	http://world-en.openfoodfacts.org/product/3266980133191/1-filet-1-cuisse-poulet-roti-s-skin-le-gaulois	1 filet & 1 cuisse poulet rôti s:skin	le-gaulois	NA	org-groupe-ldc	en:french-meat,en:no-preservatives,en:french-poultry	5	c	325 g	10	2.6	0	19	0	699	1.4	0.56	693	f	m	m	l	m	f	f	f
3266980017316	http://world-en.openfoodfacts.org/product/3266980017316/1-filet-de-canard-genereux-le-gaulois	1 Filet de canard genereux	le-gaulois	NA	org-groupe-ldc	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-c	5	c	NA	16	4.9	0	19	0	915	1.1	0.44	915	f	m	m	l	m	f	f	
3266980001926	http://world-en.openfoodfacts.org/product/3266980001926/1-filet-de-canard-saveur-laque-s-v-le-gaulois	1 filet de canard saveur laque s/v	le-gaulois	NA	org-groupe-ldc	NA	2	b	NA	7.9	2.5	1.6	17	2.4	639	1.1	0.44	622.1	NA	m	m	l	m	f	f	f
3512690000200	http://world-en.openfoodfacts.org/product/3512690000200/20-nuggets-de-volaille-isla-delice	20 Nuggets de Volaille	isla-delice	Magasins U, carrefour.fr	org-amalric-isla-delice	en:halal,en:no-flavour-enhancer,en:no-palm-oil,fr:association-rituelle-de-la-grande-mosquee-de-lyon	3	c	400 g	13.5	2.2999999523163	1.8999999761581	10.10000038147	18.60000038147	1003	1	0.4	987.40001296998	f	m	m	l	m	f	f	f
3230890574580	http://world-en.openfoodfacts.org/product/3230890574580/20-saucisses-de-volaille-nature-maitre-coq	20 saucisses de volaille nature	maitre-coq	NA	NA	en:french-meat,en:no-artificial-flavors,en:french-poultry,en:no-colorings	14	d	1000 g	17	6	1	14	2.1	907	1.65	0.66	902.7	f	h	h	l	m	f	f	
3230890574597	http://world-en.openfoodfacts.org/product/3230890574597/20-saucisses-de-volailles-aux-herbes-maitre-coq	20 saucisses de volailles aux herbes	maitre-coq	NA	NA	en:french-meat,en:no-artificial-flavors,en:french-poultry,en:no-colorings	15	d	1000 g	18	6.3	1	15	3.1	974	1.7	0.68	973.7	f	h	h	l	m	f	f	
3292590853006	http://world-en.openfoodfacts.org/product/3292590853006/2-ballotins-de-dindes-farce-girolles-et-persillade-thiriet	2 Ballotins de dindes Farce girolles et persillade	thiriet	Thiriet	NA	NA	3	c	NA	9	3.2	0	19	1.3	678	0.81	0.324	678.1	NA	m	m	l	m	f	f	
0217638031683	http://world-en.openfoodfacts.org/product/0217638031683/2-belles-escalopes-de-dinde-le-gaulois	2 belles escalopes  de dinde	le-gaulois	NA	NA	en:french-meat,en:french-poultry	-3	a	NA	1.4	0.4	0.5	23	1	439	0.39	0.156	459.8	f	m	l	l	l			
3270160209576	http://world-en.openfoodfacts.org/product/3270160209576/2-brochettes-royal-grill-volaille-a-la-provencale-picard	2 brochettes royal grill volaille à la provencale	picard	Picard	NA	en:green-dot	-1	a	250 g	0.3	0.1	1.1	17.5	2	343	0.6858	0.27432	342.6	f	m	l	l	l	f	f	
3270160209491	http://world-en.openfoodfacts.org/product/3270160209491/2-brochettes-royal-grill-volaille-tikka-picard	2 brochettes royal grill volaille tikka	picard	Picard	NA	NA	-1	a	250 g	1	0.2	1.3	16.3	2.6	329	1	0.4	358.3	NA	m	l	l	l	f		f
3270160884285	http://world-en.openfoodfacts.org/product/3270160884285/2-cailles-farcies-farce-aux-pommes-et-aux-raisins-picard	2 cailles farcies farce aux pommes et aux raisins	picard	Picard	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-b	0	b	320 g	10	2.8	3.6	17	4	749	0.41	0.164	727	f	m	m	l	m	f	f	
3700415000295	http://world-en.openfoodfacts.org/product/3700415000295/2-confit-duck-thighs-2-cuisses-de-canard-confites-arnabar	2 Confit Duck Thighs / 2 Cuisses De Canard Confites - Arnabar	arnabar	NA	NA	en:no-preservatives,en:no-colorings	15	d	1050 g	10.5	4.8	0	30.7	0	908	2.2	0.88	910.4	f	h	m	l	m	f	f	
3270160882762	http://world-en.openfoodfacts.org/product/3270160882762/2-cordons-au-beaufort-aop-picard	2 cordons au Beaufort AOP	picard	Picard	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-c,en:pdo,fr:triman	4	c	300 g	10	3	0.3	18	9.7	842	1.3	0.52	840.9	f	m	m	l	m	f	f	
2255110027036	http://world-en.openfoodfacts.org/product/2255110027036/2-cuisse-de-poulet-le-gaulois	2 cuisse de poulet	le-gaulois	NA	NA	NA	3	c	NA	12	3.3	0	17	0	749	0.8	0.32	733	NA	m	m	l	m			
2255111029527	http://world-en.openfoodfacts.org/product/2255111029527/2-cuisse-de-poulet-direct-au-four-le-gaulois	2 cuisse de poulet direct au four	le-gaulois	NA	NA	en:french-meat,en:french-poultry	4	c	NA	13	4	0.9	17	3	824	1.1	0.44	821	f	m	m	l	m			
3230890075346	http://world-en.openfoodfacts.org/product/3230890075346/2-cuisses-canette-farcies-aux-cepes-et-cuites	2 cuisses canette farcies aux cèpes et cuites	NA	NA	NA	NA	18	d	NA	17	6.4	0	0	1.7	937	15	6	657.9	NA	h	h	l	m	f	f	
3701275000210	http://world-en.openfoodfacts.org/product/3701275000210/2-cuisses-de-canard-confit	2 cuisses de canard confit	NA	NA	NA	NA	-2	a	NA	19	0	0	22	4	1176	0	0	1145	NA	l	l	l	m			
3292590852382	http://world-en.openfoodfacts.org/product/3292590852382/2-cuisses-de-canard-confites-thiriet	2 cuisses de canard confites	thiriet	Thiriet	NA	en:french-meat,en:french-poultry	19	e	400 g	28	9.6	0	17	0	1351	1.4	0.56	1325	f	m	h	l	h			
0265966035958	http://world-en.openfoodfacts.org/product/0265966035958/2-cuisses-de-canard-confites	2 cuisses de canard confites	NA	NA	NA	NA	4	c	NA	11	3	0	24	0	803	1.3	0.52	815	NA	m	m	l	m			
3760026192987	http://world-en.openfoodfacts.org/product/3760026192987/2-cuisses-de-canard-confites-maison-mitteault	2 Cuisses de Canard confites	maison-mitteault	NA	NA	NA	13	d	NA	17	5.4	0	21	0	1008	1.275	0.51	986	NA	m	h	l	m			
3760061370098	http://world-en.openfoodfacts.org/product/3760061370098/2-cuisses-de-canard-confites	2 Cuisses De Canard Confites	NA	NA	NA	NA	16	d	NA	11	4.8	0	31	0	908	2.4	0.96	934	NA	h	m	l	m			
3270160203796	http://world-en.openfoodfacts.org/product/3270160203796/2-cuisses-de-canard-du-sud-ouest-confites-surgelees-picard	2 cuisses de canard du Sud-Ouest confites surgelées	picard	Picard	NA	en:pgi,fr:triman,fr:origine-certifiee-sud-ouest	14	d	360 g	16	5	0	26	0	1019	1.6	0.64	1034	f	h	m	l	m	f	f	
3270160883387	http://world-en.openfoodfacts.org/product/3270160883387/2-cuisses-de-pintade-picard	2 cuisses de pintade	picard	Picard	NA	en:french-meat,en:french-poultry,en:nutriscore	2	b	420 g	11	3.5	0.5	17	0.8	707	0.55	0.22	709.6	f	m	m	l	m			
3292590851965	http://world-en.openfoodfacts.org/product/3292590851965/2-cuisses-de-pintade-lr-thiriet	2 cuisses de pintade LR	thiriet	Thiriet	NA	en:pgi,fr:label-rouge	-3	a	NA	4	1.3	0	21	0	506	0.2	0.08	505	f	l	l	l	m			
2600004020998	http://world-en.openfoodfacts.org/product/2600004020998/2-cuisses-de-poulet-auchan	2 cuisses de poulet	auchan	Auchan	org-auchan-apaw	en:french-meat,en:french-poultry	1	b	NA	16	4.8	0.5	18	0.5	879	0.2	0.08	906.5	f	l	m	l	m			
0213402015286	http://world-en.openfoodfacts.org/product/0213402015286/2-cuisses-de-poulet-la-nouvelle-agriculture	2 cuisses de poulet	la-nouvelle-agriculture	NA	NA	en:french-meat,en:french-poultry	0	b	NA	14	3.5	0	18	0	828	0.2	0.08	824	f	l	m	l	m			
0215027022830	http://world-en.openfoodfacts.org/product/0215027022830/2-cuisses-de-poulet-maitre-coq	2 cuisses de poulet	maitre-coq	NA	NA	en:french-meat,en:french-poultry,en:nutriscore,fr:triman	1	b	NA	15	4.3	0	17	0	849	0.21	0.084	844	f	l	m	l	m	f	f	f
2600005013586	http://world-en.openfoodfacts.org/product/2600005013586/2-cuisses-de-poulet	2 cuisses de poulet	NA	NA	NA	en:french-meat,en:french-poultry	1	b	NA	16	4.8	0.5	18	0.5	904	0.2	0.08	906.5	f	l	m	l	m			
2600247018967	http://world-en.openfoodfacts.org/product/2600247018967/2-cuisses-de-poulet	2 cuisses de poulet	NA	NA	NA	NA	1	b	NA	15	4.9	0.5	17	0.5	854	0.2	0.08	852.5	NA	l	m	l	m			
2600005017454	http://world-en.openfoodfacts.org/product/2600005017454/2-cuisses-de-poulet	2 cuisses de Poulet	NA	NA	NA	fr:label-rouge	1	b	NA	16	4.8	0.5	18	0.5	904	0.2	0.08	906.5	f	l	m	l	m			
2600249017258	http://world-en.openfoodfacts.org/product/2600249017258/2-cuisses-de-poulet-auchan	2 Cuisses de poulet	auchan	Auchan	org-auchan-apaw	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-b	1	b	NA	14	4.1	0.5	18	0.5	828	0.19	0.076	832.5	f	l	m	l	m	f	f	f
3095755141013	http://world-en.openfoodfacts.org/product/3095755141013/2-cuisses-de-poulet-fleury-michon	2 Cuisses de poulet	fleury-michon	NA	NA	en:no-preservatives,fr:alimentation-vegetale-minerale-et-vitamines	5	c	470 g	11	2.8	1	21	2.1	800	1.4	0.56	799.7	f	m	m	l	m	f	f	f
4056489842293	http://world-en.openfoodfacts.org/product/4056489842293/2-cuisses-de-poulet-lidl	2 Cuisses de poulet	lidl,l-etal-du-volailler	NA	NA	en:french-meat,en:french-poultry,en:nutriscore,en:nutriscore-grade-b	1	b	500 g	17	4.9	0	16	0	920	0.19	0.076	901	f	l	m	l	m	f	f	f
2245336031290	http://world-en.openfoodfacts.org/product/2245336031290/2-cuisses-de-poulet-loue	2 Cuisses de poulet	loue	NA	NA	en:nutriscore,en:nutriscore-grade-a	1	b	0,462 kg	15	4.5	0	18	0	866	0.19	0.076	861	f	l	m	l	m	f	f	f
3270160884100	http://world-en.openfoodfacts.org/product/3270160884100/2-cuisses-de-poulet-picard	2 Cuisses de poulet	picard	Picard	NA	en:certified-by-certipaq	1	b	600 g	16	4.2	0	17	1	898	0.21	0.084	898	f	l	m	l	m	f	f	f
3276280088343	http://world-en.openfoodfacts.org/product/3276280088343/2-cuisses-de-poulet-assaisonne-a-la-mexicaine-royal-bernard	2 Cuisses de poulet assaisonné à la Mexicaine	royal-bernard	NA	org-bernard-royal-dauphine	NA	12	d	500 g	14	4.4	0	17	1.6	849	1.8	0.72	834.2	NA	h	m	l	m	f	f	f
3276280086745	http://world-en.openfoodfacts.org/product/3276280086745/2-cuisses-de-poulet-assaisonne-colombo-royal-bernard	2 Cuisses de poulet assaisonné Colombo	royal-bernard	NA	org-bernard-royal-dauphine	NA	13	d	500 g	18	5.1	0	17	0.6	983	1.7	0.68	965.2	NA	h	h	l	m	f	f	f
2255111027882	http://world-en.openfoodfacts.org/product/2255111027882/2-cuisses-de-poulet-au-four-curry-le-gaulois	2 cuisses de poulet au four curry	le-gaulois	NA	NA	NA	4	c	NA	13	4	0.9	17	3	824	1.1	0.44	821	NA	m	m	l	m			
3276280089074	http://world-en.openfoodfacts.org/product/3276280089074/2-cuisses-de-poulet-au-paprika-royal-bernard	2 Cuisses de poulet au paprika	royal-bernard	NA	org-bernard-royal-dauphine	NA	11	d	500 g	16	4.7	0	19	0	920	1.3	0.52	915	NA	m	m	l	m	f	f	f
3266980962050	http://world-en.openfoodfacts.org/product/3266980962050/2-cuisses-de-poulet-avec-sa-marinade-thym-citron-le-gaulois	2 cuisses de poulet avec sa marinade thym citron	le-gaulois	NA	org-groupe-ldc	NA	1	b	NA	15	3.5	0	16	0	827	0.62	0.248	827	NA	m	m	l	m	f	f	f
3266980002336	http://world-en.openfoodfacts.org/product/3266980002336/2-cuisses-de-poulet-avec-sa-marinade-tomate-origan-le-gaulois	2 cuisses de poulet avec sa marinade tomate origan	le-gaulois	NA	org-groupe-ldc	NA	2	b	NA	13	3.2	0	16	0.9	768	0.46	0.184	768.3	NA	m	m	l	m	f	f	f
